cc_num,total_transactions,total_spend,avg_transaction_amt,max_single_transaction,unique_categories,spend_tier
2706977570537524,1557,151299.07,97.17,1123.86,14,Premium
349612764943496,1516,151215.59,99.75,1042.27,14,Premium
3595192916105588,2525,151125.8,59.85,4262.78,14,Premium
3545109339866548,3113,150914.97,48.48,4185.61,14,Premium
676372984911,2574,150208.49,58.36,3436.85,14,Premium
4536996888716062123,2611,150015.91,57.46,2193.07,14,Premium
3543591270174051,2540,149866.54,59.0,2849.59,14,Premium
180036456789979,2585,149752.48,57.93,3519.6,14,Premium
6011348830550197,2566,149622.25,58.31,2409.18,14,Premium
4010002218955876,1588,149246.41,93.98,2711.53,14,Premium
2475085306462014,1535,148374.33,96.66,642.93,14,Premium
30234966027947,2570,148181.73,57.66,2301.48,14,Premium
3587044315915002,1542,148142.75,96.07,605.78,14,Premium
371226440126102,2534,147286.44,58.12,1999.2,14,Premium
342319985983023,1542,147164.47,95.44,1105.6,14,Premium
213178850083780,1551,147127.38,94.86,1061.19,14,Premium
3540210836308425,1555,147045.97,94.56,1028.7,14,Premium
3568736585751727,1505,146957.65,97.65,937.55,14,Premium
4302480582202074,2559,146741.58,57.34,6818.74,14,Premium
340953839692349,2554,146354.54,57.3,2437.55,14,Premium
4935858973307492,1548,146262.88,94.49,992.37,14,Premium
3561963695236764,1550,146123.59,94.27,1061.31,14,Premium
502038091380,1574,145935.23,92.72,1124.91,14,Premium
30230540139182,1554,145890.03,93.88,1009.68,14,Premium
4906628655840914250,2584,145889.36,56.46,6996.39,14,Premium
3521815216091574,1510,145758.51,96.53,1073.2,14,Premium
340951438290556,1517,144848.6,95.48,2811.96,14,Premium
4344955088481397,1525,144130.18,94.51,977.99,14,Premium
581686439828,2552,144016.04,56.43,3373.11,14,Premium
4503101193493052864,1546,143985.85,93.13,9995.78,14,Premium
3587960728692500,1979,143866.0,72.7,1131.0,14,Premium
4334230547694630,2054,143214.01,69.72,8845.93,14,Premium
36485887555770,1959,143028.29,73.01,1239.22,14,Premium
4926376199189801,1565,142540.64,91.08,1208.98,14,Premium
4005676619255478,2540,142452.97,56.08,1843.51,14,Premium
4452366298769043,2555,142451.15,55.75,3140.02,14,Premium
30442439074871,1551,142197.15,91.68,3353.38,14,Premium
4364010865167176,3011,142060.63,47.18,3069.89,14,Premium
4610050989831291,1535,142051.23,92.54,1153.58,14,Premium
4560004149983868183,1547,141472.22,91.45,1835.58,14,Premium
6011148190095209,1530,140163.86,91.61,2084.1,14,Premium
4584931703207308232,1551,140139.33,90.35,9197.47,14,Premium
3535808924394848,1528,140027.33,91.64,602.52,14,Premium
213148039875802,1514,139917.05,92.42,8428.57,14,Premium
561942763351,1563,139910.23,89.51,1715.42,14,Premium
4992346398065154184,2059,139690.45,67.84,4669.07,14,Premium
4450831335606294,2038,139625.31,68.51,15034.18,14,Premium
6011104316292105,2547,139539.66,54.79,3267.57,14,Premium
2229378226512508,1544,139530.54,90.37,624.58,14,Premium
6011693194885790,2573,138809.79,53.95,5735.43,14,Premium
180067151859700,1525,138291.22,90.68,2592.36,14,Premium
630441765090,2023,138146.56,68.29,12518.62,14,Premium
4623560839669,2069,138003.86,66.7,6934.27,14,Premium
4874017206859125,1572,137744.41,87.62,2449.78,14,Premium
4810839835482794272,2042,137597.22,67.38,6202.65,14,Premium
30135235368675,1559,137561.26,88.24,1171.19,14,Premium
3527536963490470,2503,137090.74,54.77,2101.72,14,Premium
342351256941125,1555,136179.22,87.58,1622.2,14,Premium
4178097073221156,1538,135962.28,88.4,2250.71,14,Premium
6011329966782895,1549,135569.7,87.52,2465.3,14,Premium
4089096483689733451,1533,135433.21,88.35,1652.74,14,Premium
3514865930894695,2070,135038.51,65.24,3426.28,14,Premium
30407675418785,2048,134883.93,65.86,10926.44,14,Premium
4328928491302401,1549,134821.33,87.04,1497.21,14,Premium
6597888193422452,2064,134637.93,65.23,5506.61,14,Premium
3524574586339330,1553,134581.52,86.66,2025.15,14,Premium
6011388901471808,2064,134152.86,65.0,9092.75,14,Premium
4988304376504,2052,133746.9,65.18,2729.42,14,Premium
4147608975828480,2074,133741.76,64.48,2853.48,14,Premium
3582754887089201,2046,133412.37,65.21,3579.08,14,Premium
3556613125071656,2556,133290.41,52.15,6756.43,14,Premium
4424338559877976,2000,133147.97,66.57,2135.32,14,Premium
4826655832045236,2090,133069.28,63.67,1511.35,14,Premium
4430881574719618,2037,132577.1,65.08,3348.47,14,Premium
4265776278887457,2032,132522.65,65.22,1797.32,14,Premium
4173950183554608,2035,132190.09,64.96,5322.45,14,Premium
4990494243023,2069,132139.85,63.87,4215.99,14,Premium
180067784565096,2063,132074.09,64.02,1468.87,14,Premium
4862293128558,2088,132072.19,63.25,10665.33,14,Premium
3546897637165774,2019,132048.92,65.4,9128.38,14,Premium
4736845434667908128,2035,131795.24,64.76,6062.72,14,Premium
370612217861404,1512,131671.12,87.08,1830.12,14,Premium
4839615922685395,2106,131315.6,62.35,2723.89,14,Premium
2288813824604479,1537,131245.12,85.39,1856.92,14,Premium
6593250708747804,1556,130820.25,84.07,1237.93,14,Premium
6517217825320610,2083,130736.27,62.76,4136.2,14,Premium
4658490815480264,2062,130711.5,63.39,3441.37,14,Premium
3523898249167098,2056,130675.94,63.56,2815.06,14,Premium
6011860238257910,2087,130640.59,62.6,2299.76,14,Premium
3518669219150142,2525,130379.62,51.64,2817.76,14,Premium
348789608637806,2080,129854.37,62.43,1602.33,14,Premium
3526826139003047,2034,129638.95,63.74,1460.95,14,Premium
3559679414981506,1528,129606.83,84.82,1827.48,14,Premium
180018375329178,1521,129486.42,85.13,1904.84,14,Premium
3560725013359375,2049,128767.34,62.84,1813.05,14,Premium
377993105397617,2060,128367.82,62.31,5752.54,14,Premium
2283743876903625,2562,128123.15,50.01,2492.04,14,Premium
4149635823017,2016,127738.45,63.36,4080.93,14,Premium
502012776709,2001,127686.6,63.81,1667.65,14,Premium
3573030041201292,2089,127636.62,61.1,5801.49,14,Premium
3567879740649740,2068,127371.96,61.59,3102.21,14,Premium
4092452671396169678,2049,127339.91,62.15,1456.3,14,Premium
38530489946071,2044,127139.52,62.2,2342.5,14,Premium
3576021480694169,2527,127102.97,50.3,3501.79,14,Premium
4079773899158,2038,126847.04,62.24,1093.55,14,Premium
38588538868506,2048,126846.89,61.94,3887.5,14,Premium
4319584480204988982,2032,126792.35,62.4,1266.38,14,Premium
4586260469584,2037,126776.07,62.24,2895.8,14,High
3560318482131952,2087,126554.37,60.64,1395.7,14,High
4634955908138648,2047,126459.16,61.78,13106.14,14,High
377234009633447,2024,126453.25,62.48,1472.16,14,High
4769426683924058915,2027,126366.77,62.34,1366.31,14,High
4191109180926792,1528,126333.89,82.68,1185.45,14,High
5456776410929288,2037,126031.57,61.87,2190.37,14,High
374497717543058,2041,125721.42,61.6,4670.25,14,High
584673555952,2036,125572.94,61.68,2455.56,14,High
3567697931646329,2521,125374.08,49.73,5444.24,14,High
4509142395811241,2016,125164.73,62.09,4547.6,14,High
4294930380592,2075,125069.65,60.27,1122.27,14,High
630469040731,2047,124645.52,60.89,1433.54,14,High
4797297220948468262,2541,124572.35,49.02,2326.26,14,High
30175986190993,2059,124566.73,60.5,1159.03,14,High
5359543825610251,2043,124324.86,60.85,3683.54,14,High
2297447006766555,2075,124194.62,59.85,3774.18,14,High
4449530933957323,2041,124130.38,60.82,1130.09,14,High
38052002992326,2588,124081.92,47.95,2198.82,14,High
30118423745458,2054,123996.64,60.37,1948.23,14,High
3593118134380341,2080,123890.17,59.56,1395.25,14,High
4640395708703,2038,123886.06,60.79,1946.21,14,High
375248307838179,2053,123872.39,60.34,6527.88,14,High
573860193545,2092,123801.12,59.18,4399.61,14,High
4400011257587661852,2030,123540.59,60.86,2640.36,14,High
4587577161160601,2050,123280.53,60.14,4350.53,14,High
30501624614310,2058,123209.1,59.87,7508.46,14,High
3533012926413100,2101,123069.42,58.58,7624.33,14,High
2383461948823908,2037,122678.24,60.22,1095.21,14,High
3598304579370089,2039,122670.89,60.16,1671.73,14,High
2254799658404120,1522,122144.42,80.25,1099.74,14,High
4951647200979051,2043,122017.83,59.72,2692.63,14,High
6554245334757802,1543,121787.87,78.93,9861.17,14,High
4128730454058057622,2034,121737.63,59.85,3475.86,14,High
3533742182628021,2587,121544.14,46.98,1832.38,14,High
676195318214,2051,121176.89,59.08,3599.47,14,High
2266735643685262,2050,121114.19,59.08,5758.98,14,High
4377338765909719,2073,121059.43,58.4,1764.26,14,High
4653879239169997,2564,120945.28,47.17,2418.1,14,High
38580485618059,2066,120744.19,58.44,848.62,14,High
4642894980163,2021,120462.62,59.61,2228.69,14,High
4500002361389,2015,120455.39,59.78,1202.47,14,High
213180742685905,2036,120327.36,59.1,3369.62,14,High
2235613922823698,2003,119840.66,59.83,4604.19,14,High
3564839259330465,2013,119780.02,59.5,2690.04,14,High
4169759661243568,2069,119384.81,57.7,2589.87,14,High
213178765398315,2002,119177.55,59.53,4652.27,14,High
180042946491150,2029,118935.62,58.62,3133.18,14,High
377113842678100,2024,118863.79,58.73,1318.51,14,High
36078114201167,2015,118791.07,58.95,2237.68,14,High
30029052116970,2080,118440.17,56.94,2754.99,14,High
375974680629816,2025,118120.78,58.33,3465.92,14,High
4671727014157745,2046,118007.7,57.68,1072.98,14,High
3501509250702469,2063,117991.67,57.19,2016.53,14,High
4198470814557,2028,117961.01,58.17,3373.42,14,High
345389171551808,2087,117004.11,56.06,1670.92,14,High
375767678113375,1512,116997.45,77.38,7110.1,14,High
4502539526809429801,1513,116509.3,77.01,13536.84,14,High
2248735346244816,2035,116082.04,57.04,949.79,14,High
3513618443244549,2018,116015.27,57.49,1280.41,14,High
3568255211412877,2034,115840.27,56.95,1468.08,14,High
4384910379661778,1523,115461.3,75.81,12787.51,14,High
3596357274378601,2070,115412.23,55.75,4180.78,14,High
4239552724014407,1551,115361.47,74.38,1841.54,14,High
5559857416065248,1564,115147.81,73.62,11422.83,14,High
676281772837,1524,114334.38,75.02,11960.97,14,High
4158945090781624,2058,114164.82,55.47,3194.76,14,High
4708992452821239,2014,113633.02,56.42,1264.61,14,High
676369110710,2049,113588.93,55.44,1909.33,14,High
6011542681743618,2090,113476.27,54.29,2265.44,14,High
38295635583927,2052,113131.52,55.13,1800.57,14,High
675990301623,2042,112762.0,55.22,1856.16,14,High
3583793405872580,2026,112757.89,55.66,3715.62,14,High
2576709887791552,1538,112274.65,73.0,8895.57,14,High
4220345354880,1557,111345.77,71.51,4682.99,14,High
630425673344,1562,111329.77,71.27,11371.95,14,High
4476840372112,2109,111276.82,52.76,2041.13,14,High
6011366578560244,2060,110733.85,53.75,3754.68,14,High
3512365128314616,2013,110573.07,54.93,1894.64,14,High
4469777115158234880,2058,110269.24,53.58,1545.65,14,High
4488258847705225890,1557,110211.85,70.78,3870.38,14,High
4247921790666,1549,110189.95,71.14,1536.63,14,High
4683520018489354,1538,110189.51,71.64,5364.61,14,High
2291163933867244,1561,109741.88,70.3,2099.97,14,High
4155021259183870,2030,109728.53,54.05,2864.42,14,High
2348245054386329,1563,109473.41,70.04,2459.24,14,High
3523843138706408,2056,109341.19,53.18,2723.39,14,High
5130484058948421,1026,109295.91,106.53,1089.82,14,High
4550599031376731,1540,109289.95,70.97,1461.86,14,High
30235268718158,1524,108938.77,71.48,12788.07,14,High
4538566639857,1569,108255.85,69.0,2338.86,14,High
213154573301411,1054,108082.54,102.55,1051.66,14,High
4260128500325,1466,108067.99,73.72,1256.8,14,High
2286236465059468,1513,108026.64,71.4,9455.15,14,High
376656886990758,1537,107956.91,70.24,6027.11,14,High
2269768987945882,1577,107954.02,68.46,1731.62,14,High
2233882705243596,1578,107945.85,68.41,5734.09,14,High
375082648741747,2048,107501.79,52.49,3124.85,14,High
30082025922891,1550,107295.59,69.22,2788.38,14,High
30343344410970,1523,107119.88,70.33,11694.98,14,High
6011552879910390,1054,107054.96,101.57,1101.74,14,High
676173792455,1538,107049.69,69.6,3333.99,14,High
5596347693144598,1518,107024.75,70.5,4586.04,14,High
3566875419572867,1022,106948.32,104.65,1050.15,14,High
4186530744674,1581,106809.54,67.56,1738.19,14,High
4060579726528237,1543,106249.57,68.86,2386.16,14,High
6011399591920186,2023,106041.46,52.42,2550.73,14,High
378278619832195,1558,106027.95,68.05,5187.8,14,High
345832460465610,1535,105795.17,68.92,3363.64,14,High
501802953619,1559,105725.56,67.82,5386.67,14,High
60422928733,1531,105640.2,69.0,1290.37,14,High
4302475216404898,1541,105606.76,68.53,6879.83,14,High
3558652751678952,1525,105603.11,69.25,2543.67,14,High
4365382885912355,1040,105568.67,101.51,948.33,14,High
3549202406645667,1527,105524.95,69.11,2272.78,14,High
3552581383553463,1553,105418.35,67.88,7747.73,14,High
180065479077096,1544,105370.03,68.24,1548.29,14,High
4727244663135968,1560,105218.38,67.45,3316.28,14,High
3525668150756629,1033,105047.05,101.69,959.27,14,High
6011999606625827,1517,104803.97,69.09,2353.72,14,High
3598014571045296,1001,104608.91,104.5,1919.62,14,High
3514897282719543,1496,104524.46,69.87,2485.85,14,High
577588686219,1494,104313.8,69.82,769.26,14,High
30033162392091,1043,104274.43,99.98,1170.45,14,High
213155997615567,1023,104248.19,101.9,1203.86,14,High
3502377050801561,1543,104238.63,67.56,1748.94,14,High
4292902571056973207,1512,104220.94,68.93,1067.49,14,High
3540075240003197,2028,104208.09,51.38,2703.43,14,High
213173753804333,1554,103644.68,66.7,1681.43,14,High
4393520897625,1036,103573.23,99.97,1020.45,14,High
374125201044065,1534,103435.58,67.43,5066.96,14,High
343668971234893,1529,103382.59,67.61,1503.12,14,High
6547670341037171,1531,103350.44,67.51,3592.57,14,High
3506040590383211,1019,103339.96,101.41,1118.58,14,High
4355790796238264643,1506,103198.39,68.52,1989.5,14,High
4208110975550360171,1039,103070.55,99.2,1206.74,14,High
4715741951931168360,1587,102541.1,64.61,4029.6,14,High
2305336922781618,1563,102336.76,65.47,7812.76,14,High
30561214688470,2107,102164.67,48.49,4416.47,14,High
30153452207526,1560,101960.86,65.36,1093.94,14,High
3501942333500073,2052,101959.27,49.69,2393.29,14,High
343464013864032,1511,101850.14,67.41,5074.28,14,High
3533800906065217,1512,101834.08,67.35,2080.81,14,High
3560697798177746,1555,101709.45,65.41,4221.12,14,High
2296006538441789,2033,101672.31,50.01,2116.9,14,High
2713913904780408,1597,101588.79,63.61,1476.18,14,High
6011934240159560,1014,101443.57,100.04,1029.47,14,High
3519607465576254,1547,101271.79,65.46,4449.16,14,High
3586955669388457,1023,101158.51,98.88,680.57,14,High
4689147265057948423,1535,101105.95,65.87,5737.92,14,High
5388659976630693,1558,100979.25,64.81,1765.83,14,High
583699482621,1505,100972.57,67.09,6423.02,14,High
30328384440870,1543,100931.97,65.41,2226.16,14,High
3559723917628303,1020,100714.34,98.74,1018.9,14,High
213102873001603,1526,100709.91,66.0,3907.4,14,High
372382441451095,1527,100683.42,65.94,7288.5,14,High
6573561108825071,1527,100510.8,65.82,1146.72,14,High
36721445180895,1535,100502.7,65.47,1918.68,14,High
5501083170975659,1549,100466.21,64.86,1545.24,14,High
341546199006537,1568,100373.9,64.01,3178.51,14,High
213161231269724,1540,100244.36,65.09,3257.14,14,High
30290551782700,1522,100073.92,65.75,3593.23,14,High
3506042666828517,1539,100024.71,64.99,1253.71,14,High
6011679934075347,1527,99945.62,65.45,14238.11,14,High
5580563567307107,1050,99940.77,95.18,1097.76,14,High
30404291151692,1058,99938.43,94.46,1629.08,14,High
4210078554961359092,1556,99718.87,64.09,1649.72,14,High
503848303379,1549,99595.92,64.3,1960.29,14,High
571844099986,1542,99329.33,64.42,1969.49,14,High
501899453424,1520,99202.86,65.27,4154.78,14,High
347073228412010,1052,98893.77,94.01,935.83,14,High
4102003771126577611,1523,98852.12,64.91,8160.1,14,High
3547574373318979,1559,98738.37,63.33,2012.72,14,High
180072527505094,1517,98652.62,65.03,2508.17,14,High
4800395067176717,1543,98531.7,63.86,4976.59,14,High
675909898057,1017,98422.99,96.78,27390.12,14,High
4474324669797121,1527,98406.27,64.44,3778.58,14,High
373043435942726,1049,98183.65,93.6,1083.02,14,High
3547560454237873,1546,98145.21,63.48,1439.03,14,High
2720830304681674,1042,98095.73,94.14,1569.23,14,High
213126662687660,1530,98078.93,64.1,3573.53,14,High
4488941175228467,1045,98023.1,93.8,1139.36,14,High
4958589671582726883,1476,97973.69,66.38,4292.86,14,High
4128027264554082,1534,97951.02,63.85,2568.85,14,High
213163860545705,1026,97906.83,95.43,1119.81,14,High
213174467670432,1528,97748.5,63.97,1140.6,14,High
3517527805128735,1529,97715.64,63.91,5339.63,14,High
4169388510116,1535,97643.75,63.61,5451.54,14,High
568279015842,1070,97101.83,90.75,834.38,14,High
344342339068828,1532,97053.98,63.35,1388.58,14,High
375848982312810,1525,96650.7,63.38,2055.34,14,High
4783226709001,1560,96649.63,61.95,2838.23,14,High
4342532437704183,1539,96364.3,62.61,2637.33,14,High
213175487106448,1548,96359.17,62.25,1489.64,14,High
213161293389774,1471,96060.64,65.3,3759.9,14,High
372246459334925,1569,96007.41,61.19,1095.23,14,High
30518206766474,1519,95981.09,63.19,6347.2,14,High
213195754007681,1523,95744.47,62.87,1379.07,14,High
675945690716,1570,95650.37,60.92,3404.22,14,High
30263540414123,1513,95594.78,63.18,1143.39,14,High
180084576295055,1512,95228.85,62.98,1032.1,14,High
4981132848794,1525,95104.77,62.36,3498.36,14,High
6595970453799027,1548,95004.54,61.37,3295.41,14,High
4379260813815979609,1566,94982.03,60.65,2565.38,14,High
343746486082492,1540,94869.21,61.6,4248.63,14,High
4067137330196900,1539,94741.49,61.56,3792.22,14,High
6511349151405438,1545,94724.45,61.31,2551.98,14,High
639030014711,1033,94721.85,91.7,1062.26,14,High
180064817343047,1538,94584.21,61.5,1143.64,14,High
4482427013979020,1537,94533.46,61.51,1467.8,14,High
213125815021702,1556,94313.47,60.61,1731.74,14,High
3543299015720986,1009,93858.7,93.02,2680.47,14,High
371009169330125,1519,93405.46,61.49,9754.72,14,High
374656033243756,1535,93164.68,60.69,5886.3,14,High
213161869125933,1558,93147.76,59.79,1679.43,14,High
4890424426862856940,1496,92979.83,62.15,4369.19,14,High
377654590313960,1514,92886.14,61.35,1468.67,14,High
3585740823295298,1552,92856.2,59.83,4830.66,14,High
30150717898388,1529,92780.5,60.68,2475.28,14,High
3504178999463051,1547,92772.01,59.97,3230.03,14,High
4477156602511939689,1045,92577.19,88.59,1598.58,14,High
4710826438164847414,1533,92519.62,60.35,1506.96,14,High
4585132874641,1535,92072.04,59.98,3234.47,14,High
4025612008285111,1514,91934.36,60.72,1439.54,14,High
36153880429415,1060,91816.09,86.62,15305.95,14,High
639046421587,1003,91754.31,91.48,601.51,14,High
3575540972310993,1542,91702.69,59.47,8642.55,14,High
4066595222529,1519,91524.03,60.25,1639.0,14,High
213124978348176,1503,91514.55,60.89,1539.51,14,High
5104807169438134,1033,91377.44,88.46,1533.22,14,High
30560609640617,1567,91263.85,58.24,1463.37,14,High
213199865312311,1504,91220.28,60.65,1234.76,14,High
5152054598359927,1522,91041.98,59.82,3718.83,14,High
4378993458389626,1525,90395.97,59.28,7144.67,14,High
4048508450704760,1554,90214.94,58.05,2004.35,14,High
4570636521433188,1025,90164.46,87.97,1060.16,14,High
4119762878330989,1519,90077.57,59.3,1843.95,14,High
6506982560413523,1056,90024.42,85.25,1508.7,14,High
4277232699798846,1491,89697.62,60.16,1528.61,14,High
4635330563105903,1021,89649.41,87.81,1445.48,14,High
4294040533480516,1558,89198.7,57.25,1392.55,14,High
